tiraz,1-number,2-number,3-number,4-number,5-number,6-number,7-number,datetime,jackpot
419,11,21,3,26,5,20,29,2015-03-05 14:30:00,34145484
420,42,26,19,48,30,14,11,2015-03-05 16:30:00,34187671
421,1,13,26,34,40,23,12,2015-03-05 18:30:00,34234220
422,4,47,8,42,28,15,41,2015-03-05 20:30:00,34277302
423,37,27,29,17,20,44,47,2015-03-05 22:30:00,34317452
424,35,36,16,38,14,40,30,2015-03-06 12:30:00,34347443
425,18,5,41,23,36,13,32,2015-03-06 14:30:00,34431510
426,13,40,21,47,42,28,35,2015-03-06 16:30:00,34477201
427,28,9,16,27,31,41,38,2015-03-06 18:30:00,34526373
428,31,44,26,41,13,28,2,2015-03-06 20:30:00,34570008
429,31,37,38,1,36,19,20,2015-03-06 22:30:00,34609963
430,41,21,24,32,40,19,33,2015-03-07 12:30:00,34646466
431,29,27,26,17,16,10,14,2015-03-07 14:30:00,34733783
432,38,18,13,20,10,14,27,2015-03-07 16:30:00,34775788
433,19,13,43,47,41,18,49,2015-03-07 18:30:00,34816248
434,36,25,7,45,22,42,5,2015-03-07 20:30:00,34854188
435,16,17,1,37,27,49,15,2015-03-07 22:30:00,34885553
436,17,13,39,15,20,5,8,2015-03-08 12:30:00,34917493
437,39,30,26,5,19,27,22,2015-03-08 14:30:00,34977415
438,30,23,10,2,5,13,35,2015-03-08 16:30:00,35014688
439,11,1,12,49,30,24,31,2015-03-08 18:30:00,35042133
440,49,15,14,2,29,23,47,2015-03-08 20:30:00,35072920
441,47,16,12,7,14,21,26,2015-03-08 22:30:00,35103408
442,32,12,34,7,37,25,9,2015-03-09 12:30:00,35127786
443,43,8,32,13,15,30,18,2015-03-09 14:30:00,35186686
444,49,27,32,22,8,44,10,2015-03-09 16:30:00,35222658
445,43,36,33,30,20,40,15,2015-03-09 18:30:00,35253488
446,48,14,17,28,35,40,2,2015-03-09 20:30:00,35284124
447,42,21,20,2,39,27,8,2015-03-09 22:30:00,35322981
448,27,42,16,10,11,37,49,2015-03-10 12:30:00,35354931
449,6,5,48,22,43,45,24,2015-03-10 14:30:00,35431384
450,7,18,22,30,40,6,8,2015-03-10 16:30:00,35478544
451,12,28,16,49,13,23,34,2015-03-10 18:30:00,35523260
452,30,33,41,18,26,7,22,2015-03-10 20:30:00,35563488
453,24,33,28,10,13,41,34,2015-03-10 22:30:00,35602235
454,24,19,43,28,5,14,49,2015-03-11 12:30:00,35635770
455,49,41,22,11,2,33,38,2015-03-11 14:30:00,35712450
456,43,46,28,42,4,6,47,2015-03-11 16:30:00,35754017
457,36,29,20,12,1,9,48,2015-03-11 18:30:00,35799237
458,27,22,42,26,40,3,33,2015-03-11 20:30:00,35837944
459,37,22,35,17,32,16,11,2015-03-11 22:30:00,35868926
460,47,17,29,34,18,14,48,2015-03-12 12:30:00,35895624
461,49,20,48,7,13,33,23,2015-03-12 14:30:00,35975684
462,37,12,2,14,16,15,6,2015-03-12 16:30:00,36012623
463,10,11,12,16,28,37,3,2015-03-12 18:30:00,36056299
464,23,26,27,34,11,29,40,2015-03-12 20:30:00,36094229
465,49,48,8,10,33,6,18,2015-03-12 22:30:00,36130936
466,8,16,17,12,43,36,23,2015-03-13 12:30:00,36164377
467,27,37,47,6,42,11,5,2015-03-13 14:30:00,36256389
468,20,43,32,36,24,38,29,2015-03-13 16:30:00,36306287
469,1,10,7,29,9,36,16,2015-03-13 18:30:00,36355771
470,9,25,23,19,29,39,49,2015-03-13 20:30:00,36403552
471,31,1,39,46,14,23,22,2015-03-13 22:30:00,36444792
472,42,47,45,46,6,10,32,2015-03-14 12:30:00,36479781
473,42,10,2,7,3,48,35,2015-03-14 14:30:00,36565862
474,40,37,41,35,43,22,30,2015-03-14 16:30:00,36606396
475,31,32,11,1,42,35,2,2015-03-14 18:30:00,36646878
476,33,26,38,21,28,7,25,2015-03-14 20:30:00,36685098
477,41,37,21,43,38,34,11,2015-03-14 22:30:00,36714232
478,30,4,47,34,32,40,19,2015-03-15 12:30:00,36741272
479,36,37,24,1,34,29,42,2015-03-15 14:30:00,36812250
480,28,12,33,44,9,8,17,2015-03-15 16:30:00,36852671
481,33,43,28,3,30,35,47,2015-03-15 18:30:00,36882280
482,44,24,46,30,39,23,16,2015-03-15 20:30:00,36913732
483,49,18,38,8,37,19,1,2015-03-15 22:30:00,36941051
484,2,37,12,17,13,31,4,2015-03-16 12:30:00,36967923
485,9,15,2,27,26,10,49,2015-03-16 14:30:00,37034477
486,34,17,31,30,33,28,38,2015-03-16 16:30:00,37068658
487,37,17,11,34,3,18,14,2015-03-16 18:30:00,37104822
488,4,1,13,28,37,8,10,2015-03-16 20:30:00,37139688
489,13,27,12,34,10,35,5,2015-03-16 22:30:00,37171196
490,14,27,49,48,24,38,37,2015-03-17 12:30:00,37198074
491,16,35,20,7,30,33,48,2015-03-17 14:30:00,37273856
492,30,13,6,36,37,45,44,2015-03-17 16:30:00,37309908
493,19,41,44,47,4,1,46,2015-03-17 18:30:00,37354852
494,20,42,44,17,48,14,41,2015-03-17 20:30:00,37393722
495,17,42,11,22,39,3,14,2015-03-17 22:30:00,37430421
496,34,29,38,2,5,8,44,2015-03-18 12:30:00,37457533
497,2,40,5,1,23,39,3,2015-03-18 14:30:00,37536700
498,31,5,37,4,18,14,27,2015-03-18 16:30:00,37582691
499,15,31,11,37,49,45,36,2015-03-18 18:30:00,37627917
500,19,4,7,32,37,29,34,2015-03-18 20:30:00,37672370
501,45,18,25,27,8,31,17,2015-03-18 22:30:00,37709728
502,7,45,26,4,11,29,34,2015-03-19 12:30:00,37737710
503,10,22,30,20,6,34,15,2015-03-19 14:30:00,37811393
504,6,2,15,45,7,9,40,2015-03-19 16:30:00,37850789
505,14,45,30,29,44,15,25,2015-03-19 18:30:00,37893617
506,37,20,19,34,25,9,12,2015-03-19 20:30:00,37936454
507,32,4,49,6,31,35,7,2015-03-19 22:30:00,37969334
508,11,18,1,17,39,42,49,2015-03-20 12:30:00,37998859
509,38,16,22,29,9,46,42,2015-03-20 14:30:00,38085533
510,44,24,8,16,32,5,42,2015-03-20 16:30:00,38127091
511,2,9,41,30,15,16,27,2015-03-20 18:30:00,38169878
512,5,23,33,9,39,24,37,2015-03-20 20:30:00,38210659
513,36,12,37,38,17,19,6,2015-03-20 22:30:00,38246025
514,5,39,45,7,31,43,42,2015-03-21 12:30:00,38274250
515,10,30,13,34,22,20,28,2015-03-21 14:30:00,38351980
516,38,42,48,29,35,3,7,2015-03-21 16:30:00,38390568
517,27,9,1,11,5,42,45,2015-03-21 18:30:00,38428683
518,29,1,49,22,4,26,44,2015-03-21 20:30:00,38460392
519,35,47,7,9,34,48,46,2015-03-21 22:30:00,38488818
520,20,23,29,19,26,16,41,2015-03-22 12:30:00,38512338
521,47,5,38,15,39,49,40,2015-03-22 14:30:00,38581948
522,22,26,40,37,32,9,1,2015-03-22 16:30:00,38616254
523,37,32,2,20,34,29,4,2015-03-22 18:30:00,38652266
524,33,48,49,13,14,24,10,2015-03-22 20:30:00,38681451
525,33,7,46,13,35,16,6,2015-03-22 22:30:00,38708479
526,13,15,8,39,20,18,35,2015-03-23 12:30:00,38730356
527,49,45,41,21,28,33,18,2015-03-23 14:30:00,38801727
528,46,7,48,32,6,9,11,2015-03-23 16:30:00,38840849
529,35,10,11,28,25,15,26,2015-03-23 18:30:00,38883125
530,6,27,35,1,43,49,4,2015-03-23 20:30:00,38935909
531,39,11,33,48,35,46,16,2015-03-23 22:30:00,38983788
532,38,5,45,41,40,49,30,2015-03-24 12:30:00,39022258
533,19,44,17,38,40,31,35,2015-03-24 14:30:00,39139031
534,12,43,34,6,21,38,46,2015-03-24 16:30:00,39207991
535,19,4,13,16,15,43,11,2015-03-24 18:30:00,39269684
536,20,45,21,6,29,46,2,2015-03-24 20:30:00,39328692
537,49,27,15,3,39,45,5,2015-03-24 22:30:00,39387900
538,27,16,33,37,11,10,21,2015-03-25 22:30:00,39445869
539,17,39,15,35,4,31,33,2015-03-26 12:30:00,50000000
540,15,5,1,3,16,42,43,2015-03-26 14:30:00,50000000
541,45,8,33,9,35,19,24,2015-03-26 16:30:00,50000000
542,28,36,40,7,39,37,6,2015-03-26 18:30:00,50000000
543,20,27,33,38,32,36,8,2015-03-26 20:30:00,50000000
544,23,45,6,47,30,9,42,2015-03-26 22:30:00,50000000
545,23,30,47,38,24,32,1,2015-03-27 12:30:00,50000000
546,44,28,2,26,6,43,45,2015-03-27 14:30:00,50000000
547,21,8,16,1,49,2,12,2015-03-27 16:30:00,50000000
548,28,38,2,31,7,3,47,2015-03-27 18:30:00,50000000
549,3,37,38,4,40,27,30,2015-03-27 20:30:00,50000000
550,48,25,32,5,30,6,12,2015-03-27 22:30:00,50000000
551,47,36,27,33,31,19,29,2015-03-28 12:30:00,50000000
552,25,30,39,15,13,5,23,2015-03-28 14:30:00,50000000
553,48,40,5,4,34,35,29,2015-03-28 16:30:00,50000000
554,11,49,15,10,19,22,44,2015-03-28 18:30:00,50000000
555,26,40,23,12,49,41,30,2015-03-28 20:30:00,50000000
556,47,30,6,29,28,35,41,2015-03-28 22:30:00,50000000
557,39,15,18,8,47,27,4,2015-03-29 12:30:00,50000000
558,11,4,37,44,6,41,17,2015-03-29 14:30:00,50000000
559,26,22,19,2,25,10,1,2015-03-29 16:30:00,50000000
560,45,1,40,28,22,27,43,2015-03-29 18:30:00,50000000
561,37,33,26,42,21,41,6,2015-03-29 20:30:00,50000000
562,41,22,6,43,39,34,16,2015-03-29 22:30:00,50000000
563,1,38,25,32,41,26,37,2015-03-30 12:30:00,50000000
564,43,40,28,47,16,9,4,2015-03-30 14:30:00,50000000
565,42,47,19,21,36,34,41,2015-03-30 16:30:00,50000000
566,31,32,14,40,21,22,34,2015-03-30 18:30:00,50000000
567,25,36,43,27,7,11,13,2015-03-30 20:30:00,50000000
568,45,49,12,8,23,3,7,2015-03-30 22:30:00,50000000
569,23,11,10,38,40,8,42,2015-03-31 12:30:00,50000000
570,21,5,49,35,40,7,20,2015-03-31 14:30:00,50000000
571,12,39,11,40,28,24,47,2015-03-31 16:30:00,50000000
572,32,44,48,40,3,23,6,2015-03-31 18:30:00,50000000
573,34,6,21,39,40,22,5,2015-03-31 20:30:00,50000000
574,12,23,14,37,7,18,11,2015-03-31 22:30:00,50000000
575,31,17,23,24,4,40,36,2015-04-01 12:30:00,50000000
576,46,48,5,3,41,27,24,2015-04-01 14:30:00,50000000
577,10,46,45,17,30,8,36,2015-04-01 16:30:00,50000000
578,6,17,35,15,9,26,21,2015-04-01 18:30:00,50000000
579,34,1,20,44,18,16,41,2015-04-01 20:30:00,50000000
580,47,1,4,22,33,49,37,2015-04-01 22:30:00,50000000
581,8,20,42,9,5,14,18,2015-04-02 12:30:00,50000000
582,13,18,40,16,1,5,39,2015-04-02 14:30:00,50000000
583,22,8,46,27,28,19,13,2015-04-02 16:30:00,50000000
584,20,37,18,29,27,14,30,2015-04-02 18:30:00,50000000
585,49,45,27,37,48,44,35,2015-04-02 20:30:00,50000000
586,41,13,9,16,10,37,32,2015-04-02 22:30:00,50000000
587,3,41,30,11,31,45,18,2015-04-03 12:30:00,50000000
588,33,7,23,17,4,31,18,2015-04-03 14:30:00,50000000
589,39,6,20,34,17,40,32,2015-04-03 16:30:00,50000000
590,41,24,45,16,42,26,37,2015-04-03 18:30:00,50000000
591,46,19,36,20,1,41,45,2015-04-03 20:30:00,50000000
592,30,2,16,18,13,49,6,2015-04-03 22:30:00,50000000
593,32,6,17,25,14,11,46,2015-04-04 12:30:00,50000000
594,22,29,13,47,8,39,30,2015-04-04 14:30:00,50000000
595,16,6,11,49,5,36,17,2015-04-04 16:30:00,50000000
596,45,20,42,1,28,12,47,2015-04-04 18:30:00,50000000
597,16,46,1,48,45,27,4,2015-04-04 20:30:00,50000000
598,17,27,24,6,22,20,12,2015-04-04 22:30:00,50000000
599,4,1,35,46,10,33,41,2015-04-05 12:30:00,50000000
600,19,35,38,16,10,47,8,2015-04-05 14:30:00,50000000
601,48,10,2,26,43,42,4,2015-04-05 16:30:00,50000000
602,9,42,30,25,32,28,20,2015-04-05 18:30:00,50000000
603,30,40,46,25,12,10,32,2015-04-05 20:30:00,50000000
604,28,16,22,38,26,1,27,2015-04-05 22:30:00,50000000
605,21,44,14,40,8,47,6,2015-04-06 12:30:00,50000000
606,10,40,49,31,42,7,46,2015-04-06 14:30:00,50000000
607,21,24,33,5,22,49,47,2015-04-06 16:30:00,50000000
608,35,34,33,7,2,1,46,2015-04-06 18:30:00,50000000
609,10,19,4,25,36,12,8,2015-04-06 20:30:00,50000000
610,27,3,21,19,44,33,41,2015-04-06 22:30:00,50000000
611,4,18,19,11,17,26,6,2015-04-07 12:30:00,50000000
612,32,30,1,13,18,33,45,2015-04-07 14:30:00,50000000
613,31,38,29,2,44,36,39,2015-04-07 16:30:00,50000000
614,46,41,5,21,6,49,36,2015-04-07 18:30:00,50000000
615,49,31,1,34,24,30,35,2015-04-07 20:30:00,50000000
616,38,22,39,13,16,18,20,2015-04-07 22:30:00,50000000
617,40,39,16,24,22,29,9,2015-04-08 12:30:00,50000000
618,18,12,4,33,42,19,44,2015-04-08 14:30:00,50000000
619,26,32,6,36,33,22,34,2015-04-08 16:30:00,50000000
620,47,5,36,30,35,25,39,2015-04-08 18:30:00,50000000
621,4,22,27,28,18,48,32,2015-04-08 20:30:00,50000000
622,31,43,29,25,2,22,9,2015-04-08 22:30:00,50000000
623,27,21,9,2,20,17,45,2015-04-09 12:30:00,50000000
624,24,41,4,32,48,45,39,2015-04-09 14:30:00,50000000
625,36,35,14,44,38,37,46,2015-04-09 16:30:00,50000000
626,4,22,43,21,46,20,18,2015-04-09 18:30:00,50000000
627,38,42,32,40,22,35,2,2015-04-09 20:30:00,50000000
628,27,23,34,39,46,41,16,2015-04-09 22:30:00,50000000
629,1,14,3,2,10,32,8,2015-04-10 12:30:00,50000000
630,45,27,2,11,39,16,22,2015-04-10 14:30:00,50000000
631,12,44,49,26,43,30,2,2015-04-10 16:30:00,50000000
632,32,26,40,38,42,1,16,2015-04-10 18:30:00,50000000
633,12,39,42,29,36,47,17,2015-04-10 20:30:00,50000000
634,19,5,14,3,18,38,32,2015-04-10 22:30:00,50000000
635,30,7,3,5,4,17,23,2015-04-11 12:30:00,50000000
636,34,48,27,7,33,22,43,2015-04-11 14:30:00,50000000
637,40,12,18,36,11,31,33,2015-04-11 16:30:00,50000000
638,27,48,7,2,28,8,3,2015-04-11 18:30:00,50000000
639,42,15,8,23,11,18,34,2015-04-11 20:30:00,50000000
640,20,6,28,35,30,27,42,2015-04-11 22:30:00,50000000
641,37,5,14,44,24,25,38,2015-04-12 12:30:00,50000000
642,4,43,42,13,2,28,15,2015-04-12 14:30:00,50000000
643,23,42,22,19,5,14,25,2015-04-12 16:30:00,50000000
644,30,27,4,5,35,42,11,2015-04-12 18:30:00,50000000
645,9,3,49,48,12,36,22,2015-04-12 20:30:00,50000000
646,29,10,37,17,12,26,40,2015-04-12 22:30:00,50000000
647,8,12,27,40,4,45,29,2015-04-13 12:30:00,50000000
648,9,32,20,48,27,6,8,2015-04-13 14:30:00,50000000
649,23,16,38,21,18,22,20,2015-04-13 16:30:00,50000000
650,3,47,4,28,12,29,22,2015-04-13 18:30:00,50000000
651,45,46,12,47,14,35,7,2015-04-13 20:30:00,50000000
652,11,47,36,43,9,30,17,2015-04-13 22:30:00,50000000
653,48,9,31,26,11,37,30,2015-04-14 12:30:00,50000000
654,9,4,34,26,35,48,45,2015-04-14 14:30:00,50000000
655,19,17,33,21,14,7,22,2015-04-14 16:30:00,50000000
656,48,46,1,9,4,6,21,2015-04-14 18:30:00,50000000
657,26,13,31,21,33,30,5,2015-04-14 20:30:00,50000000
658,14,28,24,32,33,3,4,2015-04-14 22:30:00,50000000
659,5,37,31,46,6,19,48,2015-04-15 12:30:00,50000000
660,35,42,46,10,44,34,38,2015-04-15 14:30:00,50000000
661,8,3,21,1,45,26,2,2015-04-15 16:30:00,50000000
662,27,14,47,3,10,18,23,2015-04-15 18:30:00,50000000
663,11,17,21,4,43,41,47,2015-04-15 20:30:00,50000000
664,28,41,27,29,10,2,4,2015-04-15 22:30:00,50000000
665,26,31,46,9,49,8,7,2015-04-16 12:30:00,50000000
666,36,27,4,31,20,49,25,2015-04-16 14:30:00,50000000
667,17,12,46,45,20,28,48,2015-04-16 16:30:00,50000000
668,10,8,32,37,36,25,3,2015-04-16 18:30:00,50000000
669,21,32,20,39,31,4,16,2015-04-16 20:30:00,50000000
670,2,3,47,29,42,45,9,2015-04-16 22:30:00,50000000
671,49,39,18,45,43,27,47,2015-04-17 12:30:00,50000000
672,18,1,17,46,8,3,6,2015-04-17 14:30:00,50000000
673,43,9,48,19,7,26,27,2015-04-17 16:30:00,50000000
674,38,25,32,29,47,28,35,2015-04-17 18:30:00,50000000
675,27,39,29,10,2,41,25,2015-04-17 20:30:00,50000000
676,17,27,10,12,1,33,25,2015-04-17 22:30:00,50000000
677,31,29,1,42,28,40,14,2015-04-18 12:30:00,50000000
678,41,42,6,15,9,34,8,2015-04-18 14:30:00,50000000
679,47,13,4,36,2,3,25,2015-04-18 16:30:00,50000000
680,19,48,30,46,49,32,36,2015-04-18 18:30:00,50000000
681,33,36,46,19,40,8,42,2015-04-18 20:30:00,50000000
682,16,11,15,22,17,26,4,2015-04-18 22:30:00,50000000
683,4,20,21,26,23,18,22,2015-04-19 12:30:00,50000000
684,11,22,38,25,10,23,2,2015-04-19 14:30:00,50000000
685,40,8,6,17,7,37,3,2015-04-19 16:30:00,50000000
686,36,17,23,22,40,43,5,2015-04-19 18:30:00,50000000
687,7,42,43,20,40,32,2,2015-04-19 20:30:00,50000000
688,16,36,34,10,3,17,1,2015-04-19 22:30:00,50000000
689,21,7,17,31,38,33,35,2015-04-20 12:30:00,50000000
690,41,27,39,21,32,2,49,2015-04-20 14:30:00,50000000
691,5,45,17,28,29,39,41,2015-04-20 16:30:00,50000000
692,1,14,17,24,13,11,34,2015-04-20 18:30:00,50000000
693,24,47,15,20,40,6,3,2015-04-20 20:30:00,50000000
694,1,24,38,3,35,42,29,2015-04-20 22:30:00,50000000
695,48,36,17,35,24,19,22,2015-04-21 12:30:00,50000000
696,40,4,36,42,15,17,47,2015-04-21 14:30:00,50000000
697,16,1,5,34,44,13,43,2015-04-21 16:30:00,50000000
698,13,40,25,32,19,34,22,2015-04-21 18:30:00,50000000
699,42,48,5,8,10,38,23,2015-04-21 20:30:00,50000000
700,31,32,24,33,18,34,29,2015-04-21 22:30:00,50000000
701,33,18,14,19,1,10,13,2015-04-22 12:30:00,50000000
702,44,9,7,33,38,32,12,2015-04-22 14:30:00,50000000
703,11,28,12,3,21,29,32,2015-04-22 16:30:00,50000000
704,47,7,42,34,36,2,48,2015-04-22 18:30:00,50000000
705,34,30,23,33,22,8,40,2015-04-22 20:30:00,50000000
706,24,31,47,3,11,34,16,2015-04-22 22:30:00,50000000
707,37,1,38,44,25,24,48,2015-04-23 12:30:00,50000000
708,49,37,29,31,17,8,43,2015-04-23 14:30:00,50000000
709,39,25,37,42,7,34,15,2015-04-23 16:30:00,50000000
710,25,1,28,31,34,18,12,2015-04-23 18:30:00,50000000
711,6,20,42,10,7,1,9,2015-04-23 20:30:00,50000000
712,47,10,5,45,34,14,21,2015-04-23 22:30:00,50000000
713,1,19,43,30,10,24,21,2015-04-24 12:30:00,50000000
714,48,33,4,46,5,25,43,2015-04-24 14:30:00,50000000
715,12,7,27,36,33,8,14,2015-04-24 16:30:00,50000000
716,4,23,42,32,21,8,3,2015-04-24 18:30:00,50000000
717,17,47,5,49,38,34,14,2015-04-24 20:30:00,50000000
718,22,24,9,19,48,14,41,2015-04-24 22:30:00,50000000
719,47,33,5,26,20,11,32,2015-04-25 12:30:00,50000000
720,8,38,15,42,2,6,19,2015-04-25 14:30:00,50000000
721,26,22,8,34,49,25,45,2015-04-25 16:30:00,50000000
722,3,34,30,17,40,45,26,2015-04-25 18:30:00,50000000
723,43,6,47,19,36,11,35,2015-04-25 20:30:00,50000000
724,41,48,19,49,20,17,32,2015-04-25 22:30:00,50000000
725,48,18,15,33,2,37,35,2015-04-26 12:30:00,50000000
726,48,3,4,24,42,29,2,2015-04-26 14:30:00,50000000
727,17,37,24,43,48,19,16,2015-04-26 16:30:00,50000000
728,46,37,19,31,4,9,13,2015-04-26 18:30:00,50000000
729,46,9,33,45,40,19,12,2015-04-26 20:30:00,50000000
730,13,44,3,23,20,24,2,2015-04-26 22:30:00,50000000
731,30,23,32,13,29,39,38,2015-04-27 12:30:00,50000000
732,37,19,18,23,28,3,22,2015-04-27 14:30:00,50000000
733,33,30,3,2,36,23,5,2015-04-27 16:30:00,50000000
734,9,49,35,29,11,47,37,2015-04-27 18:30:00,50000000
735,10,3,19,35,11,4,2,2015-04-27 20:30:00,50000000
736,6,47,16,23,41,19,30,2015-04-27 22:30:00,50000000
737,45,11,44,33,23,43,9,2015-04-28 12:30:00,50000000
738,30,25,34,7,23,9,18,2015-04-28 14:30:00,50000000
739,28,6,41,31,17,16,27,2015-04-28 16:30:00,50000000
740,18,40,44,11,29,42,4,2015-04-28 18:30:00,50000000
741,38,31,32,26,15,36,18,2015-04-28 20:30:00,50000000
742,12,32,16,28,4,22,45,2015-04-28 22:30:00,50000000
743,19,14,6,12,17,7,44,2015-04-29 12:30:00,50000000
744,16,35,24,30,39,23,11,2015-04-29 14:30:00,50000000
745,34,4,47,14,33,13,23,2015-04-29 16:30:00,50000000
746,5,40,9,18,46,34,6,2015-04-29 18:30:00,50000000
747,1,2,11,39,31,26,37,2015-04-29 20:30:00,50000000
748,42,31,41,20,3,38,22,2015-04-29 22:30:00,50000000
749,2,25,45,30,4,40,36,2015-04-30 12:30:00,50000000
750,16,8,35,49,21,20,4,2015-04-30 14:30:00,50000000
751,27,17,5,28,2,33,21,2015-04-30 16:30:00,50000000
752,29,17,40,33,18,36,23,2015-04-30 18:30:00,50000000
753,18,45,41,31,9,30,1,2015-04-30 20:30:00,50000000
754,42,47,35,7,22,37,28,2015-04-30 22:30:00,50000000
755,30,44,42,29,26,15,18,2015-05-01 12:30:00,50000000
756,17,14,13,6,26,19,47,2015-05-01 14:30:00,50000000
757,21,25,33,40,27,14,26,2015-05-01 16:30:00,50000000
758,19,1,33,42,7,34,28,2015-05-01 18:30:00,50000000
759,30,11,14,9,23,7,20,2015-05-01 20:30:00,50000000
760,46,10,14,39,30,17,48,2015-05-01 22:30:00,50000000
761,46,10,36,7,43,16,26,2015-05-02 12:30:00,50000000
762,18,36,16,3,27,40,35,2015-05-02 14:30:00,50000000
763,8,36,23,43,21,38,37,2015-05-02 16:30:00,50000000
764,16,20,42,41,30,7,14,2015-05-02 18:30:00,50000000
765,14,31,30,44,15,42,24,2015-05-02 20:30:00,50000000
766,12,33,19,5,16,22,17,2015-05-02 22:30:00,50000000
767,42,1,3,49,47,48,28,2015-05-03 12:30:00,50000000
768,43,23,14,29,40,1,44,2015-05-03 14:30:00,50000000
769,48,34,33,13,40,2,15,2015-05-03 16:30:00,50000000
770,24,45,40,18,41,49,6,2015-05-03 18:30:00,50000000
771,6,4,10,30,19,22,3,2015-05-03 20:30:00,50000000
772,12,37,38,29,22,6,36,2015-05-03 22:30:00,50000000
773,40,35,23,13,7,27,41,2015-05-04 12:30:00,50000000
774,4,42,43,6,9,11,21,2015-05-04 14:30:00,50000000
775,7,8,3,40,2,34,31,2015-05-04 16:30:00,50000000
776,10,36,5,4,46,12,33,2015-05-04 18:30:00,50000000
777,34,32,8,49,17,13,45,2015-05-04 20:30:00,50000000
778,30,29,23,31,49,20,4,2015-05-04 22:30:00,50000000
779,45,27,4,18,41,39,15,2015-05-05 12:30:00,50000000
780,41,20,2,19,46,35,34,2015-05-05 14:30:00,50000000
781,39,15,23,27,47,17,8,2015-05-05 16:30:00,50000000
782,14,8,1,42,41,25,44,2015-05-05 18:30:00,50000000
783,19,39,26,38,33,32,40,2015-05-05 20:30:00,50000000
784,4,27,36,39,5,43,33,2015-05-05 22:30:00,50000000
785,40,41,30,35,5,47,17,2015-05-06 12:30:00,50000000
786,13,21,29,18,11,4,16,2015-05-06 14:30:00,50000000
787,47,30,49,12,42,27,21,2015-05-06 16:30:00,50000000
788,9,16,46,37,47,43,7,2015-05-06 18:30:00,50000000
789,4,13,15,44,40,25,7,2015-05-06 20:30:00,50000000
790,42,6,16,31,8,24,4,2015-05-06 22:30:00,50000000
791,47,39,22,30,15,28,23,2015-05-07 12:30:00,50000000
792,5,41,45,26,18,43,39,2015-05-07 14:30:00,50000000
793,25,28,44,18,14,10,46,2015-05-07 16:30:00,50000000
794,41,43,27,35,8,34,40,2015-05-07 18:30:00,50000000
795,46,48,14,11,25,28,42,2015-05-07 20:30:00,50000000
796,3,11,9,44,10,46,38,2015-05-07 22:30:00,50000000
797,45,17,34,9,47,11,43,2015-05-08 12:30:00,50000000
798,17,26,45,49,36,10,42,2015-05-08 14:30:00,50000000
799,2,30,27,11,28,26,7,2015-05-08 16:30:00,50000000
800,44,45,19,23,39,30,35,2015-05-08 18:30:00,50000000
801,39,32,41,44,5,43,28,2015-05-08 20:30:00,50000000
802,18,21,1,31,3,42,44,2015-05-08 22:30:00,50000000
803,4,1,8,44,30,49,38,2015-05-09 12:30:00,50000000
804,27,26,36,8,17,15,37,2015-05-09 14:30:00,50000000
805,15,20,36,9,24,21,10,2015-05-09 16:30:00,50000000
806,20,44,7,41,23,48,9,2015-05-09 18:30:00,50000000
807,2,38,10,31,30,48,45,2015-05-09 20:30:00,50000000
808,24,40,21,43,7,23,36,2015-05-09 22:30:00,50000000
809,23,37,26,17,7,2,35,2015-05-10 12:30:00,50000000
810,9,44,37,34,5,32,1,2015-05-10 14:30:00,50000000
811,19,14,10,18,30,22,37,2015-05-10 16:30:00,50000000
812,42,25,1,35,21,41,34,2015-05-10 18:30:00,50000000
813,33,32,39,28,41,44,24,2015-05-10 20:30:00,50000000
814,37,40,11,20,12,1,5,2015-05-10 22:30:00,50000000
815,21,11,27,38,10,3,24,2015-05-11 12:30:00,50000000
816,24,28,44,43,32,16,49,2015-05-11 14:30:00,50000000
817,18,1,7,19,6,4,26,2015-05-11 16:30:00,50000000
818,34,14,19,13,5,17,7,2015-05-11 18:30:00,50000000
819,43,13,46,44,6,45,38,2015-05-11 20:30:00,50000000
820,5,30,19,38,40,3,39,2015-05-11 22:30:00,50000000
821,17,1,23,12,27,21,36,2015-05-12 12:30:00,50000000
822,20,21,29,27,18,10,46,2015-05-12 14:30:00,50000000
823,26,13,43,17,45,14,27,2015-05-12 16:30:00,50000000
824,3,27,40,47,10,25,43,2015-05-12 18:30:00,50000000
825,20,32,1,13,14,27,34,2015-05-12 20:30:00,50000000
826,25,42,48,37,26,28,8,2015-05-12 22:30:00,50000000
827,17,12,36,24,9,26,42,2015-05-13 12:30:00,50000000
828,5,22,33,30,29,45,26,2015-05-13 14:30:00,50000000
829,32,40,21,15,26,37,48,2015-05-13 16:30:00,50000000
830,22,42,25,19,49,31,13,2015-05-13 18:30:00,50000000
831,29,8,36,1,28,18,11,2015-05-13 20:30:00,50000000
832,17,49,33,43,19,42,32,2015-05-13 22:30:00,50000000
833,9,49,21,24,12,6,34,2015-05-14 12:30:00,50000000
834,4,20,33,21,17,42,30,2015-05-14 14:30:00,50000000
835,19,35,34,12,30,45,23,2015-05-14 16:30:00,50000000
836,44,37,33,5,16,3,35,2015-05-14 18:30:00,50000000
837,19,22,37,41,24,12,10,2015-05-14 20:30:00,50000000
838,12,42,26,1,48,34,8,2015-05-14 22:30:00,50000000
839,35,5,39,47,49,15,2,2015-05-15 12:30:00,50000000
840,27,34,42,38,7,31,16,2015-05-15 14:30:00,50000000
